-26.6752,-20.8831,-14.9396,13.7389,-20.8165,-15.5561,-19.7623,-29.7718,-29.6787,-28.5861
-20.6829,-5.5621,-44.1018,-25.3693,-44.2528,-24.0186,-35.4640,-39.4929,21.5091,-25.6340
-13.4033,-7.3992,-18.5920,-22.6209,-18.9358,-17.1788,-21.6104,-18.0804,9.3079,-8.7283
8.9369,-12.5999,-9.8368,-15.4153,-26.0006,-24.2328,-23.8077,-22.6488,-0.7004,-5.6578
-33.7019,-18.1097,-11.1711,-21.9629,-24.1813,-31.9480,17.9348,-38.5811,-29.3337,-21.3426
-32.8692,-28.4097,-29.8398,-3.8073,-17.0384,-17.5724,17.0094,-28.1547,-37.5078,-22.8159
-24.7296,14.0537,-26.4677,-14.9976,-39.3206,-15.8337,-32.3730,-23.6166,-38.3601,2.5303
-14.7405,-23.0980,-7.9719,-14.2800,-20.8181,-16.6231,8.6789,-23.0383,-27.9238,-16.9493
-32.4821,-36.8462,-41.1431,19.5613,-21.1253,-8.7064,-19.6050,-36.9828,-37.9148,-37.7183
-32.5964,22.1789,-41.5291,-34.3197,-39.2991,-37.0265,-28.5933,-33.0224,-16.6504,4.4305
18.7352,-28.1890,-19.9665,-17.2832,-18.9653,-13.3264,-26.5035,-32.3648,-20.1176,-21.9275
-55.4839,-30.3829,-72.5469,-58.4189,-69.4514,-49.3660,-71.0605,-41.5417,-49.4954,27.0270
-29.3927,-30.1775,-18.2515,-1.8557,-6.2592,8.9998,-13.8359,-14.6171,-28.1849,-32.9905
-37.0511,-15.9179,-41.4679,-28.5510,-21.8052,-31.5740,-27.0006,18.7988,-32.9539,-29.9793
-30.2357,-10.7236,-43.7628,-47.6861,-33.0733,-28.7526,-53.7561,-38.5262,-18.1095,23.5990
-17.5922,-15.4894,-15.0624,-18.8593,-22.7795,-12.0706,2.1849,-30.3654,2.3992,-15.1210
-24.2384,-33.2253,-42.0479,-6.4256,-41.2524,16.3812,-22.2262,-10.3229,-27.4416,-32.5148
-29.2791,-24.4302,-21.9655,-11.8229,-35.2995,-26.3124,-26.4712,15.6091,-34.8820,-9.0439
-30.5705,-26.5106,-24.2844,-32.7592,-30.4160,-29.3071,-30.0168,-31.2147,12.0808,-22.3344
-38.5829,-40.1166,-17.9793,-37.9020,-35.3200,-21.5083,24.8777,-46.5874,-32.2789,-27.0697
-8.3557,-7.0282,-17.1679,-12.6344,-8.9070,-5.1672,-24.7083,-0.7937,-18.4287,-10.9063
11.3703,-16.0365,-4.3428,-12.0318,-27.4884,-22.1885,-12.7457,-22.3072,-13.0572,-11.7581
-4.0852,-25.3415,-12.7369,-16.1251,6.4163,-25.8597,-15.4613,-34.4184,-15.0383,-30.5719
-60.0505,-37.7042,-51.8548,-70.1151,-70.8991,-50.3647,-65.4514,-67.3293,-74.4265,25.9897
-61.1941,-42.5784,-45.2342,-7.1538,8.9896,13.7228,-39.5859,-27.5094,-45.2925,-34.5012
-8.4259,-19.5518,7.6022,-19.2191,-15.3543,-8.5593,-5.1517,-7.5095,-24.8663,-20.5295
-18.7895,-12.4300,-2.9564,-11.4702,3.1120,-6.4561,-6.2104,-12.8916,-21.8943,-10.5090
14.6972,-28.6497,-12.1442,-23.8256,-24.2331,-21.1638,-9.3740,-19.6608,-25.9554,-16.5108
-31.4837,1.3304,-32.5922,-20.4929,-29.5682,-27.2797,-35.5588,-19.7794,-22.4983,20.7900
-40.4772,-27.9065,-28.7256,-26.0390,-33.8180,-19.2490,24.3525,-33.2828,-40.3505,-21.5766
-33.4071,-25.2247,-8.1035,1.6060,-21.5186,-21.3851,8.7698,-23.0604,-33.5733,-29.5615
-28.6740,-26.8831,-21.4607,-6.8595,-18.4255,13.3651,-5.1845,-32.2906,-28.2800,-30.1568
-24.0466,-20.9810,-13.6740,-15.9064,11.1205,-10.0248,-18.1931,-17.3057,-16.1533,-19.3570
-14.7767,-9.3989,-27.5926,-31.5207,-15.4561,6.8919,-11.5881,-33.2797,-14.7292,-22.7064
-21.8570,-32.4941,-53.2997,-59.6816,-50.2602,-43.9307,-62.8365,-40.1130,-49.4680,24.6749
-21.6554,-9.5293,-2.2748,-4.7276,-30.4833,-30.1414,-6.8894,-35.0502,-4.9220,-17.5711
-26.7244,-35.4332,-27.3443,-16.7229,13.0658,-3.3443,-31.0176,-0.9577,-34.3980,-31.5165
-23.5376,8.0766,-36.5182,-13.7477,-25.7152,-25.2834,-27.0433,-18.2103,-17.3830,4.3197
-43.9106,-29.5307,-51.8675,-57.3628,-54.7369,-51.8407,-44.2436,-60.6767,-36.5304,26.4392
-35.1715,-33.5101,-55.3278,-47.0333,-46.7888,14.7487,-37.9446,-53.2554,-31.1150,-39.9803
-7.4781,-13.9553,-11.6572,-16.4529,10.2804,-25.7718,-27.8443,-39.2692,-26.9227,-29.2718
-25.7926,-19.4012,-16.4653,-17.8115,-23.1421,-15.9841,16.5981,-24.8757,-21.9638,-15.8639
-21.6092,-14.4931,-22.6488,-17.8952,-22.6622,7.3188,-25.6296,-14.3171,-25.6063,-21.6407
-43.1104,-13.7860,-34.2605,-28.0042,-48.6779,-29.1579,24.3468,-53.3925,-34.3699,-28.6197
23.9336,-9.6685,-23.9393,-39.4613,-27.5059,-26.5925,-25.0856,-27.7746,-26.6220,-15.4777
-41.1986,-8.7022,-50.8935,-51.3348,-40.9500,-41.6610,-60.5551,-40.6829,-39.2268,29.1319
-29.6662,-38.9687,-9.5849,4.4115,-6.5563,-3.0635,-9.4349,-18.1236,-27.8997,-31.6830
-4.0723,-6.3866,-18.7024,-15.3782,-21.5526,-20.7385,-23.6530,-17.0443,-2.9624,-3.3219
-39.2542,-21.6716,-38.4080,-44.8362,-20.4040,-20.5403,-38.3243,21.8719,-42.9229,-34.2348
-10.5981,-20.9526,-7.9329,-22.8152,-19.1108,-7.0774,8.8505,-21.1927,-27.6568,-15.0006
-12.3616,-11.6072,-31.1540,-26.6994,-26.3943,-24.3838,-14.6374,-30.2324,-14.4570,12.9213
-29.0540,-20.6664,-27.0203,-29.2006,-19.2086,-27.6204,-10.1120,-27.0021,12.5911,-15.7701
-2.0434,-22.1511,-4.8918,-4.2156,-14.3335,-9.7367,-17.1568,-14.6821,-19.5110,-10.7844
-33.0595,-27.5552,-13.9774,12.4256,-9.2524,-16.3476,-5.3738,-21.9685,-33.7895,-20.6593
-18.1144,-17.1762,-33.9763,-30.3241,-27.8311,-20.6901,-42.5344,-35.1341,15.7844,-20.9428
-64.9811,-33.7453,-50.1735,-52.3294,-42.4747,-28.5133,-47.0301,-57.1780,7.4811,-40.1550
-29.0966,-32.0747,-13.3151,-2.5770,-13.3795,-13.3055,-24.0862,13.6887,-35.4562,-26.0012
-17.8059,-17.5870,-12.6294,-7.1908,-8.7510,-1.8780,-13.1429,10.7030,-19.2801,-17.5530
-25.6674,-38.3596,-20.6933,-4.0427,-8.7686,5.3267,-15.2009,-11.9616,-26.2410,-26.2414
-11.3594,-14.0046,-17.5752,1.5894,-15.2066,-5.1952,0.1102,-17.8540,-15.5721,-17.6879
-17.0602,-17.3169,-28.5768,-25.2900,-10.8186,-13.1044,-26.5919,17.5697,-32.9395,-20.9844
-23.5382,-24.9211,-18.1498,6.6988,-11.6668,7.2822,-15.1902,-13.9180,-25.4555,-27.6287
-16.3933,-9.6066,-18.6515,-20.7233,-24.7761,-13.3139,15.1466,-25.9066,-24.4433,-19.9987
-20.5736,-3.8393,-15.4008,6.4067,-19.3814,-5.8497,-19.2294,-24.7649,-12.4282,-12.2734
-12.1424,-17.9332,-8.8992,-11.9468,-15.6555,-15.8488,10.4908,-22.5546,-21.9752,-23.9482
-28.6792,-41.2243,22.2554,-18.2190,-10.2027,-26.5615,-5.7423,-24.9148,-43.8947,-29.1689
-23.3972,11.6177,-34.8015,-11.1680,-23.5915,-16.8026,-30.1985,-37.3263,-0.8875,-8.2659
-23.7888,-16.5075,16.7304,-30.0653,-47.6144,-47.4358,-19.6221,-36.4009,-48.9890,-25.8495
-34.9821,-5.2961,-20.8689,6.0989,-16.1540,-12.8965,-16.9196,-18.5676,-13.9388,-7.6397
-11.8243,-18.1680,-15.9508,-27.2677,-11.2815,-18.8489,-33.4402,15.1605,-27.0980,-16.1192
-19.9503,-13.6760,-6.4576,-2.2870,-6.1822,-6.4995,-16.1312,-12.8752,-6.4580,-18.2832
-28.3086,-20.9594,-17.0450,0.5900,-26.8520,-17.3702,9.5957,-23.0864,-38.4061,-21.0433
-11.9205,-16.6945,-29.9295,-24.6685,-20.6565,-33.7865,-32.8994,-36.3150,10.8769,-25.6527
-15.6760,-12.5438,-21.6026,-32.4343,-15.9330,-24.7986,-25.4876,-20.1058,11.8505,-21.7731
7.0329,-14.1732,-19.8576,-27.0424,-18.3590,-25.1037,-15.8434,-16.0255,-10.7329,-10.5537
-37.8387,-37.3420,27.4060,-35.8204,-38.0433,-17.7963,-37.7819,-29.9487,-52.8592,-35.8553
-14.2220,-14.9354,-25.8846,-29.0630,-34.8506,-34.8944,-40.2039,-25.3135,-25.5114,12.8243
-31.0396,-27.1002,-44.6454,16.9722,-27.3922,-12.7377,-25.8546,-29.9662,-28.5600,-35.7141
-24.6896,-19.8481,-20.8561,6.7063,-13.7301,0.7087,-9.0778,-4.2159,-23.4770,-21.6153
-35.4344,-30.3488,-40.1466,-29.9353,-32.2278,-23.2828,-38.3327,-25.5109,10.6396,-31.7945
-33.5825,-21.0475,-30.6389,-30.6571,-29.1700,-25.0531,-25.0765,-33.4718,13.8780,-25.1028
-11.7720,8.1953,-20.3219,-4.8802,-23.4400,-13.2971,-18.2665,-21.6542,-14.8135,-2.1828
-57.3109,15.7796,-58.5296,-33.0242,-43.9706,-48.9016,-37.6228,-60.3937,-48.5245,-36.1572
-14.6504,-23.4261,-20.5189,-15.1765,-16.2961,-18.2347,-25.3823,11.2048,-16.9115,-21.3179
-19.7051,-23.0937,14.8393,-6.1055,-22.4638,-15.3030,-19.0416,-16.8420,-18.1086,-26.6248
-24.0679,-22.2371,-11.0776,-13.9085,-16.0749,4.7788,-23.3404,-8.0927,-27.9142,-17.0068
-7.6683,-14.3622,0.7034,-4.5873,-15.8946,-5.7778,-10.6303,-11.9051,-12.5170,-15.4731
-7.7973,-13.2395,-19.7369,-5.9930,-6.2940,-11.2322,-13.1532,0.8887,-18.1192,-14.2144
-29.5515,-26.3825,-44.3393,-45.9113,-37.8297,-23.0025,-45.9141,-22.7576,18.6305,-19.2999
-23.0854,-1.2391,-45.0997,-45.4230,-35.2457,-40.7308,-33.3741,-33.2474,-14.8495,22.6982
18.9512,-2.0544,-29.5440,-36.1969,-15.2953,-23.7437,-35.2869,-33.8569,-12.0500,-22.7142
-30.1547,-23.0984,-5.7731,14.1304,-15.8893,-14.9031,-9.3424,-33.2351,-27.3239,-31.0142
-42.0587,-28.9047,-39.7649,-40.4476,-27.6452,-17.1482,-42.7109,-18.7873,8.0501,-23.6880
-42.7601,-21.6262,-19.0215,-42.9762,-39.0868,-20.0242,23.8992,-45.9312,-35.6816,-26.4090
-22.2109,-35.6640,-13.6659,-17.5643,17.1606,-7.6215,-24.3425,-21.5370,-32.8978,-30.0883
-20.7844,-24.4278,-3.7555,4.5196,-12.7522,-13.9918,-1.1049,-18.0180,-19.1202,-19.2464
-28.5226,-31.9107,-12.8518,-24.2040,-10.6890,-23.0395,16.1987,-41.3740,-40.4390,-27.6199
14.6394,-17.3261,-10.8128,-19.0873,-5.9006,-27.0222,-18.2103,-36.4180,-10.3727,-22.9127
15.7486,-28.9626,-4.5092,-16.6409,-24.6110,-27.7338,-23.2148,-9.4589,-34.4059,-18.6387
-36.6060,-34.1081,-24.7203,-36.5396,-29.0340,-24.4030,-38.1561,33.2881,-47.4410,-33.5614
-26.8233,-28.3460,-20.8161,-37.4664,20.2406,-26.4755,-29.9250,-13.8306,-25.3570,-31.9221
-33.1526,-33.1014,-18.0061,-12.0605,-15.5416,12.8505,-23.0910,-21.3948,-22.5246,-25.1304
-38.4620,-17.1487,-15.2141,-30.6795,-30.3398,-9.9649,20.9492,-25.9026,-36.0026,-18.2502
-35.2080,-41.8891,-23.4960,18.9658,-36.7874,-25.9411,-2.5916,-36.5067,-51.5551,-42.8114
-48.2658,21.4797,-76.4892,-34.8327,-47.9113,-42.8353,-56.2267,-55.0155,-46.6658,-21.6969
-36.5228,11.0176,-35.6601,-29.5766,-38.8100,-34.5704,-40.6231,-44.9164,-50.2681,-31.6915
-35.2311,-27.9231,-21.7088,12.6159,-22.4052,-16.0608,-19.3637,-36.1043,-26.7947,-34.9579
-42.7868,-29.1710,-31.4465,-38.8917,-34.0002,-27.3593,26.6520,-45.8171,-39.1948,-32.3643
-26.6927,-19.8064,-33.3002,-22.9142,-27.8649,-8.3728,-22.0639,-16.3920,12.5263,-22.3724
-22.8957,-29.4334,-17.3073,-16.7199,-26.4737,-12.7429,-28.0205,19.3401,-19.2779,-27.2400
-27.3806,-38.6566,-17.2879,-15.7165,11.6604,-2.6299,-10.6955,-6.9623,-34.6796,-30.8140
13.5624,-14.5163,-15.9784,-19.2176,-17.5795,-16.4124,-26.0518,-37.4745,-16.4937,-24.6410
-8.6695,-12.0909,-13.9354,-21.1369,-21.9567,-26.0834,12.2216,-27.9489,-13.1789,-10.6387
-18.9989,-31.9946,17.7370,-24.4937,-21.6706,-18.3904,-10.5018,-25.2193,-32.8314,-24.5335
-17.4670,20.7540,-41.7558,-42.8176,-40.9335,-31.9048,-33.5974,-44.1335,-8.9482,-3.3931
-17.1281,-20.1582,-13.7768,9.0303,-12.3833,-9.9152,-16.1194,-18.7325,-28.0443,-15.9567
11.7919,-27.4587,-17.9567,-13.2005,-16.6336,-12.4914,-29.2707,-32.3039,-7.6687,-19.0503
-5.9463,-12.3642,-14.8952,-16.9352,8.5220,-15.5991,-31.4673,-12.1420,-19.9433,-15.1554
-24.0624,-21.0425,2.2551,-9.1818,-10.3976,-2.9964,5.0683,-11.4178,-21.5554,-18.5689
-22.2406,-16.0496,-7.8176,-6.0416,-14.6834,-15.0416,-18.3346,7.5027,-29.6354,-26.9416
-12.0857,-7.4410,-37.4728,-31.6788,-33.4646,-30.0160,-30.7889,-40.2977,18.0990,-13.4756
-12.4791,-12.5040,-20.2319,5.8773,-8.7250,-7.5806,-19.4644,-9.1167,-29.6547,-16.1583
-61.0858,11.6772,-36.1635,-28.2667,-32.7051,-39.7004,-33.8880,-52.3138,-44.6437,-22.6202
-18.3868,-25.9869,25.2437,-35.9121,-39.1038,-37.7344,-29.5630,-38.6737,-37.0790,-31.0833
-36.1968,-16.3945,-49.7475,-30.1758,-28.6955,-23.6202,-40.2288,-36.1105,9.1972,-23.9391
-1.3412,-22.7352,-9.2428,-11.1977,-22.4975,-8.1250,-21.8078,-18.8428,-24.6493,-6.6849
-26.5312,-21.7272,-25.0695,-23.3262,-25.1501,-20.6831,-28.6500,-39.0337,8.4915,-21.6262
-28.9636,-28.0031,-10.8101,11.6502,-13.6473,-14.1117,-10.1567,-16.0835,-27.0575,-29.1252
-12.3998,-12.0159,-20.4997,1.6885,-13.9937,0.4768,-10.3168,-23.3375,-19.4580,-13.7874
-5.2948,-30.3008,18.3680,-18.5064,-29.6613,-23.3387,-22.6006,-24.7749,-26.0092,-24.5329
-36.3280,-32.4836,-7.2655,-38.6383,26.0669,-37.2894,-29.3832,-29.4841,-37.1150,-35.4993
-74.2885,10.3811,-108.1893,-61.8015,-81.9127,-82.3405,-103.7759,-89.9434,-86.7734,-62.8732
-64.4963,-17.4809,-54.3927,-49.6834,-39.8029,-35.6426,-51.5665,-46.4294,10.2395,-22.7792
-24.9903,4.7596,-38.1465,-20.0875,-37.9076,-14.9319,-34.9554,-26.5397,-42.3841,22.0864
-17.4812,6.6977,-25.2159,-14.3633,-25.3111,-24.7240,-6.2973,-26.4977,-16.3650,-11.1668
-33.5184,-29.9740,16.1967,-1.6707,-20.7061,-19.9746,-25.8901,-24.7166,-23.9633,-33.7640
-30.4971,-5.3904,-34.9973,-21.1556,-30.2187,-26.2615,-24.7744,-14.7749,-22.6360,18.2035
-24.0082,-22.4532,-33.8535,-34.5365,-27.3656,-20.9335,-32.4581,11.7499,-20.0800,-10.3783
-34.5764,-44.2447,13.6419,-12.8809,-15.6996,-23.5194,-0.8233,-32.9712,-39.1068,-25.0960
-8.3299,-5.1033,-21.6029,-25.0727,-13.5405,-15.9699,-20.0583,-19.4228,-6.4146,5.5339
-33.0307,-23.6157,-23.0709,-15.4144,-24.4063,-15.8725,19.3422,-28.7938,-25.6601,-24.5206
-22.2536,-27.3322,-9.7174,-24.1692,-32.1118,19.5484,-27.0906,-21.1690,-33.2598,-39.9206
-21.5955,-16.3612,-21.7824,-21.3244,-33.2253,-32.4152,16.1543,-33.2338,-21.9440,-10.7384
-20.8221,-29.0122,-8.8603,5.4460,-20.4306,-6.6485,-25.4257,-6.5071,-30.0698,-18.6449
-24.5203,-26.9578,-29.0129,-32.0076,-37.0279,-18.3607,-32.2686,-26.2673,18.1877,-27.2699
-18.7830,-28.5943,-10.0895,-19.3569,-12.5074,-3.3473,-21.7414,9.2705,-21.1357,-15.2286
-45.7835,-37.9493,-11.0389,-12.2584,-34.6046,-15.6517,14.1123,-14.9446,-39.4581,-24.7661
-13.0648,-15.5032,-10.6944,-15.4585,-17.2373,1.9817,-3.0051,-20.7199,-23.3393,-17.1374
-23.6739,-17.9081,-7.6927,-6.9713,-13.7110,4.6947,-19.1335,-6.7487,-21.6620,-19.8853
-0.9471,-23.9488,9.0548,-10.0156,-18.6297,-8.9123,-24.9465,-17.6638,-13.7753,-23.5336
-3.7586,-13.2149,-18.2820,-28.3643,-34.8496,-21.4610,-22.5917,-29.8530,9.4593,-29.9370
-9.2906,-1.6875,-21.4794,-11.3156,-24.3066,-17.8859,-21.6527,-12.1138,-15.7994,6.2823
-20.0910,-11.0930,-22.3506,-16.7179,-20.1647,-22.6290,14.1061,-28.3421,-11.5690,-11.8469
13.8092,-16.9222,-15.2335,-13.4847,-27.8232,-22.9687,-22.7548,-15.9331,-19.5714,-17.7395
15.2021,-18.7173,-3.7378,-16.1414,-25.9396,-23.3364,-10.5601,-33.8988,-15.5991,-23.2867
-33.3088,-31.9239,-9.9462,-5.3544,-20.3340,11.8851,-7.7366,-33.3440,-15.0416,-39.5010
-11.9935,-35.6031,10.1392,-6.8747,-16.5856,-10.4101,-12.6075,-25.7101,-22.3280,-27.7013
-51.8772,-39.9328,-64.8689,-44.5857,-58.4512,-46.3772,-61.9346,-61.1134,-40.3181,20.4014
-16.5250,-31.8785,-12.2225,1.7025,-19.9954,2.5754,0.1984,-22.2921,-35.3918,-26.5264
-36.7910,-30.0216,-36.3614,-70.6554,27.2928,-25.5535,-59.3707,-41.4108,-44.0580,-40.3035
-4.2348,-13.8464,4.1622,-6.5169,-8.0117,-8.6490,-10.6820,-7.0731,-16.9744,-16.7480
-32.3259,13.0859,-49.4220,-33.0975,-45.1227,-46.3217,-48.2609,-52.0953,-40.0406,-27.6244
-22.0688,-10.1801,-24.7016,-8.2584,-23.0954,-13.7462,10.6142,-26.8640,-19.4729,-19.9767
-22.2498,-16.5375,-9.2183,-23.1611,-15.0648,-23.0180,15.2299,-27.8838,-27.2175,-15.0457
7.6518,-8.8995,-14.2387,-23.6876,-16.7657,-19.0145,-24.2667,-19.4217,-0.2431,-16.7240
-17.4152,-22.2403,0.2351,-22.9677,5.5256,-22.6917,-28.6317,-20.7920,-22.9474,-19.0598
-16.9254,-23.9416,-24.2982,-38.1460,-8.6084,-24.4362,-35.2252,-13.5563,9.8406,-12.9417
-20.5776,-23.4291,-14.0436,-22.8397,14.6964,-18.0068,-14.4678,-13.0594,-22.2860,-25.9182
-12.6594,-20.8432,-29.5758,-47.5754,-21.3272,3.3930,-24.4399,-36.8884,-13.9369,-21.6375
0.2899,-4.7555,-14.9159,-20.6432,-12.6320,-23.3654,-19.9993,-15.9698,-4.4065,-5.8936
-32.7810,-10.4427,-38.7385,-41.7452,-23.6322,-40.8801,-36.8235,-32.1143,-27.5652,17.0720
2.6208,-6.2762,-26.7854,-22.0967,-21.0916,-22.4924,-6.9582,-17.6922,-12.8888,-2.5364
-37.9177,-26.2291,-45.7666,-45.5395,-29.8977,-29.3838,-32.2231,-47.5510,-26.8074,21.0914
-16.2886,-26.9626,-4.1294,-19.0922,-24.4661,-10.2332,-26.3571,-24.7465,5.2954,-17.8319
-18.7430,1.3138,-36.6134,-33.6219,-32.9633,-34.4041,-23.1541,-25.4653,-15.2164,17.0446
-38.0485,-17.6950,-47.9767,-42.8719,-46.9928,-42.3430,-46.0548,-35.5036,-35.0682,24.4005
-21.5043,-31.1045,-25.1322,12.5159,-15.6939,-10.3612,-11.1936,-25.5236,-23.8852,-31.6372
-11.7633,-21.0122,-22.8101,-25.2598,-9.9459,-8.0449,-27.2148,16.0579,-40.1677,-22.4957
-24.8136,-19.8682,-5.7308,4.7683,-16.4830,4.7519,-7.8582,-18.1389,-24.1258,-29.5332
20.5719,-20.5043,-21.3084,-32.9975,-32.2597,-36.1897,-28.8051,-17.5643,-9.4607,-15.6337
5.9680,-15.7814,-9.6251,-0.0586,-15.1319,-17.3225,-13.7708,-25.0630,-19.5584,-11.1321
-19.7283,-28.0191,-10.3460,-18.6331,-30.8179,14.4611,-18.4598,-22.9643,-22.7644,-32.9043
-14.0615,-34.0535,28.1876,-25.9361,-34.4770,-29.3099,-27.3839,-33.4259,-35.2716,-28.8440
